index,country,continent,sub-region,clean fuels for cooking (% of population),Access to electricity (% of population),Adolescents out of school (% of lower secondary school age),Agricultural irrigated land (% of total agricultural land),Agricultural land (% ),Arable land (% of land area),Arable land (hectares per person),Armed forces (% labor force),"Armed forces personnel, total",precipitation (mm per year),"Birth rate, crude (per 1,000 people)","Central government debt, total (% of GDP)","Children in employment, total (% of children ages 7-14)",Children out of school (% of primary school age),Consumer price index (2010 = 100),Control of Corruption: Estimate,Cost of business start-up (% of GNI per capita),"Death rate, crude (per 1,000 people)",doing business score,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Electric power consumption (kWh per capita),Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),"Fertility rate, total (births per woman)",GDP (constant 2015 US$),GDP growth (annual %),GDP per capita (constant 2015 US$),"GDP per capita, PPP (constant 2021 international $)",Human capital index (HCI) (scale 0-1),"Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)",Level of water stress,"Life expectancy at birth, total (years)",Lifetime risk of maternal death (%),Military expenditure (% of GDP),Population density,Population growth (annual %),Population in the largest city (% of urban population),Population in urban agglomerations of more than 1 million (% of total population),"Population, total",Rural population (% of total population),Time to start a business (days),"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Corruption index 2023,Global_Peace_Index_2023,free,partly free,not free,OCDE,immigration_flow,immigration_100k
37,Chile,South America,South America,100.0,99.95714285714287,2.095430033547539,8.582858990535355,15.528516958824328,1.9211160476520945,0.06888072276183452,1.2827322188627244,120420.0,1522.0,12.000285714285713,0.0,0.0,2.003962857382637,139.53464308750802,0.9950852692127226,5.050000000000001,6.680714285714286,72.1083325,2.2720733582973476,89.74269008636476,0.0,27.99538,28.769640000000003,25.274585000000002,1.570857142857143,262029361940.68744,1.900391769669428,13700.46643049593,28400.283512976774,0.6636231061617534,4.719619381743819,4.0758584804928555,8.982121089,79.81828571428571,0.025872908746736624,1.811480526375415,25.61077551854815,1.0689094801699852,40.22623009054369,35.27697617033389,19119481.625,12.301625000000001,6.25,6.9159999999999995,8.315375,66.0,1.978,1,0,0,1,5215,27.27584409600854
38,China,Asia,Eastern Asia,81.5,100.0,0.0,0.0,55.5227339092634,11.70851678100207,0.07878076898138987,0.33929464933170256,2631000.0,645.0,10.04142857142857,0.0,0.0,0.0,125.57185235757375,-0.14866050216369336,1.35,7.127142857142857,69.645005,0.910000026226044,95.8399963378906,0.0,0.0,0.0,0.0,1.4649999999999999,14526447052481.627,5.67294664389178,10332.128690399213,18786.434991401075,0.6577338252067567,1.7720014752847604,0.5469402513815981,42.995647156766665,77.86471428571429,0.03335636699523816,1.6858828834384987,149.5819148241708,0.2763884875643615,3.122221329548309,28.780384281452086,1405106875.0,39.22175,17.75,5.95,4.6375,42.0,2.101,0,0,1,0,293495,20.887734963221217
39,China,Asia,Eastern Asia,81.5,100.0,0.0,0.0,55.5227339092634,11.70851678100207,0.07878076898138987,0.33929464933170256,2631000.0,645.0,10.04142857142857,0.0,0.0,0.0,125.57185235757375,-0.14866050216369336,1.35,7.127142857142857,69.645005,0.910000026226044,95.8399963378906,0.0,0.0,0.0,0.0,1.4649999999999999,14526447052481.627,5.67294664389178,10332.128690399213,18786.434991401075,0.6577338252067567,1.7720014752847604,0.5469402513815981,42.995647156766665,77.86471428571429,0.03335636699523816,1.6858828834384987,149.5819148241708,0.2763884875643615,3.122221329548309,28.780384281452086,1405106875.0,39.22175,17.75,5.95,4.6375,42.0,1.818,0,0,1,0,293495,20.887734963221217
40,Colombia,South America,South America,91.89999999999999,99.21428571428571,3.730944292885917,0.0,39.3542880190562,1.9448778729157277,0.039283350882251065,1.9105161404683515,470460.0,3240.0,14.645285714285714,74.2360428798261,0.0,5.6341386522565555,147.29612605909224,-0.3410281687974931,14.05,6.1334285714285715,69.3758575,3.8723907868067435,79.60832977294922,0.0,34.56574666666666,36.66394,22.92786,1.7655714285714286,322055685770.9852,2.589062568746245,6430.221459243444,17279.67324917309,0.5986613847414654,5.815773823034258,25.86447284808095,4.203698431883333,75.41071428571429,0.12886818153405438,3.1094827859370886,44.81518753621322,1.3486612828524043,26.614172873439827,44.31490354116652,50047288.25,18.749375,10.75,4.818,10.95875,40.0,2.887,1,0,0,1,36570,73.07089210772574
41,Comoros,Africa,Eastern Africa,7.871428571428572,83.25714285714285,27.860545158386223,0.0,71.46695325094036,34.92745835572273,0.08348144421778841,0.0,0.0,900.0,30.360857142857146,0.0,0.0,17.77599072456359,0.0,-1.0102704092860215,79.8,8.4,47.0323075,1.94764637947083,42.34085655212405,0.0,0.0,0.0,0.0,4.127,1090182930.3056293,2.492841358706894,1370.8266036757907,3469.211054649396,0.40487947750091563,0.0,0.0,0.8333333333,63.729285714285716,1.0137869909469575,0.0,423.0523528057112,1.9650321522157013,0.0,0.0,795186.25,70.684875,16.0,0.242,4.058375,20.0,0.0,0,1,0,0,25,3.143917541330726
42,"Congo, Dem. Rep.",Africa,Central Africa,4.057142857142857,19.357142857142858,0.0,0.0,14.92134216587321,6.036857294092071,0.14673150923648257,0.42152726734592516,134100.0,1543.0,42.62914285714286,15.989696812239597,0.0,0.0,133.850926577035,-1.509179905056955,25.225,9.64057142857143,35.10079,0.129999995231628,63.804000854492166,0.0,0.0,0.0,0.0,6.252000000000001,46090928018.068016,5.219110432049947,485.2174035677803,1314.7908482528867,0.36663267421722395,2.88585107289988,0.0,0.2268835048,59.62428571428571,3.511583942569628,0.7738568877862702,41.05844265833194,3.3320717676160725,32.816241241085386,22.892686918890533,94670066.0,54.644125,8.125,2.128,4.74525,20.0,3.264,0,0,1,0,27845,29.412676230731684
43,"Congo, Rep.",Africa,Central Africa,33.80714285714286,47.885714285714286,30.0899829864502,0.0,31.17198494038904,1.6105417276720349,0.0992129589551683,0.4476592307158406,9600.0,1646.0,31.82357142857143,0.0,0.0,18.5385503768921,126.9506050829955,-1.3707381784915924,69.15,7.055714285714286,38.518302500000004,0.0,0.0,0.0,0.0,0.0,0.0,4.297571428571429,10454413248.14231,-2.166292819196345,1845.4150001618211,6791.801898924691,0.419033750295639,2.231960106291547,0.0,0.0274463007,63.49914285714285,1.508134761823312,2.5935594833672,16.46241539426898,2.4127359691949524,60.86210963450327,62.09574619763252,5692036.125,32.401875,49.75,6.294,20.761375,22.0,2.261,0,0,1,0,1975,34.697601291137275
44,Costa Rica,Latin America & Caribbean ,Latin America & Caribbean ,95.57142857142857,99.77142857142857,7.414204324994764,0.0,34.78228134967266,4.064308096916792,0.04990103201056911,0.4177216833373252,9960.0,2926.0,12.884428571428572,71.11157641290926,1.31,4.658374207360403,131.05352701009275,0.5612530484795571,9.2,5.8345714285714285,68.762455,2.7766666412353533,82.95624732971193,0.0,30.539933333333334,30.79012,23.24305,1.635,64766102514.033516,3.340157496766217,12938.009888513823,23483.587664214127,0.6169646124839784,2.1471183110142698,11.495998336418417,5.15853526735,78.76671428571429,0.03338314077850372,0.0,97.68233171059258,0.7244561928732778,34.566968783897224,27.763871234488576,5002393.0,19.678625,22.75,3.476,10.8565,55.0,1.95,1,0,0,1,1775,35.48301782766768
45,Cote d'Ivoire,Africa,Western Africa,34.857142857142854,68.14285714285714,43.7673304080963,0.0,81.02478486073674,12.881624483378257,0.12605050935663098,0.45951253383527524,48000.0,1348.0,34.71514285714286,0.0,0.0,11.643846303224556,117.24248317435888,-0.47432331740856176,10.2,8.984857142857143,55.74429,2.8012545903523733,34.69679927825928,0.0,43.75679,32.40742,20.653760000000002,4.554571428571429,59816797886.30891,5.791118551059272,2087.0139429633514,5877.738507217045,0.36761923130353297,2.105230986508081,0.0,5.0875656743,58.75057142857143,2.397605066542624,0.9849623848231863,88.64786433063792,2.6329422647583125,35.004771856776706,18.018440964005944,28561975.0,48.509875,6.75,2.7619999999999996,2.526125,40.0,2.255,0,1,0,0,19535,68.39513023871774
46,Croatia,Europe,Southern Europe,100.0,100.0,1.280704975128175,1.1034243808933988,26.701646423909672,15.104571754173516,0.21216326548677875,1.061677848268634,18550.0,1113.0,8.985714285714286,88.26093238600158,0.0,1.7274514436721815,114.36672333571937,0.10736142005771399,6.85,13.714285714285714,72.834535,14.291524750845785,99.0811048235212,0.0,0.0,0.0,0.0,1.4885714285714287,58020456217.01937,3.4572184080881403,14717.522087660056,35276.60908645037,0.7206865383783976,2.9634372853073057,0.8840009323446104,1.47335482435,77.7240418118467,0.006956148935055059,1.7031859511800662,70.80087110564862,-0.9117259688974977,30.21337803569368,0.0,3949369.125,42.5645,21.75,8.402,8.440125,50.0,1.504,1,0,0,0,3600,91.15379915266847
47,Cuba,Latin America & Caribbean ,Latin America & Caribbean ,94.29285714285716,99.7,5.813378781080245,0.0,61.12900662928665,28.12263211983196,0.2607316365835712,1.4915639371168452,75900.0,1335.0,9.684,0.0,0.0,3.064616262912749,0.0,0.02573174738790839,0.0,10.482857142857142,0.0,0.0,91.9494781494141,0.0,0.0,0.0,0.0,1.5392857142857144,85937763189.20576,-0.6802541390135931,7695.452843700749,0.0,0.0,0.0,4.586863618179782,23.9394460692,77.09771428571428,0.055200043009391395,2.9402661789751003,107.72881837195948,-0.2861013497088971,24.824045877547057,19.160297397238942,11165209.75,22.817125,0.0,5.851999999999999,1.875,42.0,2.16,0,0,1,0,8275,74.1141472957998
48,Curacao,Latin America & Caribbean ,Latin America & Caribbean ,0.0,100.0,0.47627500444650644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.571428571428571,0.0,0.0,1.9159949421882614,111.47313944165,0.0,0.0,9.357142857142858,0.0,8.728594899177535,99.44799423217776,0.0,0.0,0.0,0.0,1.5142857142857142,2716855894.818643,-1.3501148168260126,17487.03968004311,27873.208684980495,0.0,1.6860688581945378,0.0,0.0,77.86829268292684,0.0,0.0,351.971685971686,-0.8273629548766079,0.0,0.0,155223.75,10.89175,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0
49,Cyprus,Europe,Southern Europe,100.0,100.0,0.7254199896539968,21.25883242442415,13.309831478045764,10.276393011750155,0.07449576363357217,2.2134286238723724,15350.0,498.0,10.709857142857143,0.0,0.0,0.782217146030494,105.28447193292362,0.527040109038353,10.525,6.779142857142857,72.681495,12.727358000619072,95.99821036202566,0.0,32.74563,40.94874,20.78145,1.3277142857142858,25450239797.236282,5.327041806571994,28628.82958984375,46161.94482421875,0.753712419986725,1.8166190953512062,1.1023145405133528,29.820484782216667,81.378,0.0788151355687744,1.7406564601680263,139.14225417439704,1.2241698792441837,0.0,0.0,1293087.125,33.136625,6.0,7.724000000000001,8.499,53.0,2.101,1,0,0,0,45,3.4800439297545402
50,Czechia,Europe,Eastern Europe,100.0,100.0,0.6782314364889837,0.6823329897160257,45.59603546556444,32.1882129600103,0.23427612102842765,0.4485242338021632,24089.0,677.0,10.442857142857141,0.0,0.0,1.5800371563860327,124.53413366780137,0.5961121767759323,2.2,11.214285714285714,76.368125,16.545709473746157,99.77210562569755,0.0,13.23953,29.00771,12.59606,1.703963800421237,210621946298.08423,1.9545621303809284,19774.18875419742,46347.310587390835,0.7662580393155413,5.111746823340213,0.6686088320355018,23.002331711266667,78.67003484320558,0.005751999444443221,1.2270049206690659,137.5635530091684,0.3713275144675821,16.50766601414741,12.219111772766372,10650294.75,25.97975,24.5,13.006,2.65775,57.0,1.459,1,0,0,1,2865,26.900663946413314
51,Denmark,Europe,Northern Europe,100.0,100.0,0.6734771515641894,9.147887212371417,65.63161428571429,59.322007142857146,0.4096383997628203,0.5051086809865641,15120.0,703.0,10.514285714285714,0.0,0.0,0.49064857193401884,113.336978841175,2.2526181340217586,0.2,9.5,84.9086525,12.5098282950265,98.79674639020645,0.0,0.0,0.0,0.0,1.7028571428571428,335845891286.6132,2.417281111454317,57581.75543209742,67064.12944688642,0.7666422165234884,2.0305469668523597,1.0183751996141892,26.08195420948333,81.23902439024391,0.008591834507634979,1.3570709169541186,145.3293642857143,0.5664321296238342,26.054175339806648,22.944060650883383,5829896.75,11.939375,3.5,9.462,5.272375,90.0,1.382,1,0,0,1,700,12.007073710181917
52,Djibouti,Africa,Eastern Africa,9.935714285714285,63.142857142857146,0.0,0.0,73.48083323061753,0.10477012202637735,0.0021527370861242835,5.649514313000495,13110.0,220.0,22.73071428571429,0.0,0.0,0.0,122.13530497054,-0.7646133303642274,74.1,8.662285714285714,54.2274525,0.0,39.2820701599121,0.0,42.83605,0.82897,0.0,2.8874285714285715,3048287254.0355196,4.893126055558676,2774.9528250109365,5769.905421872421,0.0,2.0509938772086183,0.0,6.3333333333,62.70985714285714,0.7041718778908039,0.0,46.940817206951806,1.5276153523539149,66.86478482377876,0.0,1096195.125,21.990125,14.0,0.42800000000000005,26.54225,30.0,2.374,0,0,1,0,2555,233.07894203598104
53,Dominica,Latin America & Caribbean ,Latin America & Caribbean ,87.96428571428571,99.45714285714287,14.13889153798422,0.0,33.33333333333333,8.0,0.08804551836862945,0.0,0.0,2083.0,13.237857142857143,0.0,0.0,10.911651730537415,107.424027615794,0.5630867183208467,15.274999999999999,9.291285714285715,60.9992675,0.0,79.7306976318359,0.0,0.0,0.0,0.0,1.6134285714285714,531132733.9964295,0.722118193186077,7836.3807724257185,16251.461220716888,0.5482432842254635,1.9620337889464108,20.170125838498098,10.0,72.03514285714286,0.0,0.0,90.62038095238096,-0.7122873279339027,0.0,0.0,67783.375,29.059875,12.0,5.946,0.0,56.0,0.0,1,0,0,0,205,302.43404079540153
54,Dominican Republic,Latin America & Caribbean ,Latin America & Caribbean ,91.27142857142857,99.0,9.81761372089387,12.271696171263894,50.34619715902647,18.177692428351673,0.08094751484085819,1.4624810369312768,71020.0,1410.0,19.232428571428574,0.0,0.0,6.680867493152622,140.6520555314561,-0.6873293593525887,14.275,6.1811428571428575,59.03318,0.9846367463469515,71.98644161224367,0.0,0.0,0.0,0.0,2.334857142857143,88105290100.09676,4.516411391221949,8035.086671837154,20944.46398570128,0.5005490635236103,4.486187653972855,10.899702979148545,39.553314121,73.21900000000001,0.274954263252869,0.6857351459231814,225.8027077025522,1.0302070757076005,36.43926126871045,29.914679153066125,10948518.0,17.91725,17.0,6.67,6.2775,35.0,2.157,0,1,0,0,7195,65.71665681145156
55,Ecuador,South America,South America,94.44285714285715,99.22857142857143,7.994817495346069,17.370274626342212,21.927846674182636,4.027563674849872,0.05860836292892107,0.5103024173078434,41400.0,2274.0,17.378999999999998,0.0,0.0,2.228597506880761,125.30424643240187,-0.6027469411492348,33.175,5.522714285714286,57.588477499999996,1.520000004768372,83.19714355468749,0.0,0.0,0.0,0.0,2.0965714285714285,103084487013.53145,1.9508527492795318,5945.741469027678,13793.918486524322,0.597491463661194,0.9579682311760447,7.692222052189294,6.7823529412,75.97757142857142,0.1641983226714278,2.3254386298921363,69.430689321952,1.2521721636256384,26.704894146090332,27.853404561521877,17335840.625,35.8875,48.5,3.178,4.215625,34.0,2.572,1,0,0,0,4125,23.79463499480574
56,"Egypt, Arab Rep.",Africa,North Africa,99.9,100.0,11.23091999689737,0.0,3.934435137016281,3.0871514246966556,0.028798770279299484,2.741138149509127,835800.0,18.1,23.85571428571429,0.0,0.0,3.354828377564747,304.2686450144109,-0.650005616247654,26.925,5.829142857142857,57.459885,0.22999999920527134,64.08755711146763,0.0,0.0,0.0,0.0,3.0297142857142854,404957594153.88904,4.574802894568103,3731.654746728251,15150.029314757436,0.49096233598391237,15.61423744585017,1.43570399494222,136.05039465698334,70.89157142857142,0.06306634418823183,1.2103883305971348,107.84301141622954,1.7468964491010062,44.638821293492526,23.950278796458523,108250256.5,57.177125000000004,14.25,0.148,9.002,35.0,2.212,0,0,1,0,30460,28.138501454728654
57,El Salvador,Latin America & Caribbean ,Latin America & Caribbean ,90.64285714285714,97.82857142857142,20.86044001579285,2.0321648510462604,57.899889685603966,34.63665195808053,0.11520790762784443,1.57077083170902,41800.0,1784.0,16.501142857142856,65.71580567468193,0.0,13.192392468452448,114.67855384614337,-0.5687504410743712,42.8,7.635285714285715,64.38400250000001,0.0,61.50125026702879,0.0,46.31717666666666,34.72667333333333,8.85654,1.8507142857142858,25682497247.261272,2.4948483605492804,4113.330080143819,10468.139377517056,0.5307207746505737,2.1401945000129947,46.433856249139616,13.2127261385,71.81914285714286,0.08793681534906697,1.2060640535952938,300.79448428019856,0.25203962728100143,24.300853228418116,17.738423222228665,6242107.0,26.966625,16.5,3.174,4.038125,31.0,2.25,0,1,0,0,6635,106.29423686585315
58,Equatorial Guinea,Africa,Central Africa,22.864285714285717,66.6,0.0,0.0,3.7340463458110515,1.9047619047619047,0.03275316102955079,0.1963484351639636,1180.0,2156.0,31.996714285714287,0.0,0.0,0.0,126.442610969054,-1.5819352865219112,91.60000000000001,8.949857142857143,40.0858775,0.0,0.0,0.0,0.0,0.0,0.0,4.429857142857143,10336430727.84668,-3.9998633081156036,6191.701829659183,18978.64827099211,0.0,2.0289935453932073,0.0,0.1835032437,60.946714285714286,0.9969503883673994,1.33726689460202,59.26142093200917,2.9949309433243876,32.8376252460054,0.0,1685441.125,27.165875,62.0,7.1,8.322000000000001,17.0,2.132,0,0,1,0,0,0.0
59,Eritrea,Africa,Eastern Africa,10.171428571428573,50.51428571428572,40.588014602661126,0.0,62.71200730505982,5.69958970501729,0.21408555889760036,13.764229758631256,201900.0,384.0,29.019,0.0,0.0,44.485673904418945,0.0,-1.3327033817768088,27.4,6.518,21.354885,0.0,0.0,0.0,0.0,0.0,0.0,3.9878571428571425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1751152074,66.78657142857142,1.424823081350026,0.0,26.856496321151337,1.388467927962818,70.37101938710339,0.0,3278661.25,58.96325,84.0,1.2120000000000002,5.7175,21.0,2.748,0,0,1,0,69635,2123.8851680697417
60,Estonia,Europe,Northern Europe,100.0,100.0,2.043812853949411,0.1994017946161515,23.058475074413927,16.16642594732637,0.5214958002069235,0.9479133211399452,6620.0,626.0,10.171428571428573,17.97278489084364,0.0,2.23816854613168,129.41513978853126,1.4497174322605137,1.125,12.242857142857144,80.7203375,21.61029761178151,99.80027117047992,0.0,24.96741,25.20099,27.11812,1.5885714285714287,26750009624.94686,2.1827584015139685,20066.55433071879,41551.083366167295,0.7661094934145609,5.255703840980488,2.3169714475281133,14.437214904383334,78.01533101045298,0.009398819227618479,2.1848051921228175,30.97804748012941,0.5109169216353368,47.888620163267476,0.0,1332703.625,30.84075,3.5,11.89,5.96225,76.0,1.615,1,0,0,1,160,12.005670052859651
61,Ethiopia,Africa,Eastern Africa,6.728571428571429,48.614285714285714,50.4602508544922,1.4640565365745115,33.75980675055799,14.331777441926873,0.1412392399186455,0.28622572702209836,138000.0,848.0,32.78442857142857,30.770717611254245,0.0,23.9144344329834,433.10716493804324,-0.45928000658750523,56.3,6.656285714285715,46.3102925,0.500606656074524,28.630870819091836,0.0,0.0,0.0,0.0,4.284285714285715,91803255642.92117,7.212284790837392,777.2537376380044,2446.600105177003,0.38396180987358103,19.78281159582868,0.0,32.258154943899996,65.21014285714286,1.462405191711282,0.6570627803750552,102.68744574683315,2.6788378123710137,18.65882906144096,4.005572766002079,117489802.0,78.518625,33.0,3.126,3.209375,37.0,2.845,0,0,1,0,24800,21.10821499214034
62,Fiji,Oceania,Oceania,49.44285714285714,94.54285714285713,2.4615274071693434,0.0,17.125654859645007,4.10665415591524,0.08150602971595429,1.0462494215918692,3908.0,2592.0,19.979000000000003,0.0,0.0,2.140125930309297,129.83215378729926,0.5392952635884286,16.3,8.076142857142857,61.36845,1.08000004291534,94.22668075561526,0.0,0.0,0.0,0.0,2.5204285714285715,4873590902.240908,2.053341942093402,5307.47667604575,12630.719539226993,0.508573293685913,2.1617951830356783,2.17291633620231,0.2973730298,67.72614285714286,0.10358552629248421,1.40676334109455,50.207991242474,0.07552704525502964,0.0,0.0,918155.625,43.012,40.0,3.342,4.433625,52.0,0.0,0,1,0,0,1260,137.2316376104541
63,Finland,Europe,Northern Europe,100.0,100.0,1.0200742908886498,0.3516483516483516,7.47115663155421,7.380910294787317,0.4065724458242144,0.9046676843866781,24680.0,536.0,8.72857142857143,0.0,0.0,1.81956570489066,115.60802724820775,2.1888746917247763,0.8,10.157142857142858,80.07553,13.522022111075257,99.82474408830915,0.0,20.51118,36.94765,26.54204,1.4242857142857144,250366715266.65027,1.1184728868076466,45260.18799482197,56048.266078654524,0.8081616724332173,2.384736786914795,1.446994177206798,6.481701051316667,81.68327526132406,0.0115747221072247,1.5249227512261274,18.17486648865188,0.23587391977292888,27.377286367119947,23.40817318953266,5531403.125,14.500625,16.0,9.186,7.595,87.0,1.474,1,0,0,1,845,15.276413251836532
64,France,Europe,Western Europe,100.0,100.0,0.6564099868493419,6.39495598372109,52.16633548131584,33.66518984716269,0.26988913589397234,1.0042143659234584,305180.0,867.0,11.185714285714285,107.11446107577981,0.0,0.06574571412056682,112.0969267451475,1.2414055019617063,0.7,9.385714285714286,76.4611775,11.134992957115179,98.04646587371826,0.0,0.0,0.0,0.0,1.8577142857142857,2556793014212.83,1.1957526313667017,37875.944055112,52256.12724639467,0.761232500076294,2.0492803287123893,1.1311604484919482,22.74068610115,82.48292682926831,0.01344611319228256,1.9256360885954686,123.06389210881893,0.3224870535716686,20.14428949722279,22.774719097251765,67497369.5,19.155875,3.625,11.184000000000001,8.428125,71.0,2.088,1,0,0,1,83445,123.62704001375934
65,French Polynesia,Oceania,Oceania,0.0,100.0,0.0,0.0,13.684817055603574,0.7202535292422932,0.008943948285349534,0.0,0.0,0.0,13.37442857142857,0.0,0.0,0.0,0.0,0.0,0.0,3.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.749857142857143,5709648913.552421,1.5408546372224095,20417.437454197185,0.0,0.0,0.0,0.0,0.0,82.30542857142858,0.0,0.0,80.56521381240483,0.1454440864758234,0.0,0.0,279826.375,38.0315,0.0,0.0,11.943,0.0,0.0,0,0,0,0,0,0.0
66,Gabon,Africa,Central Africa,89.22857142857143,90.1,35.6493110656738,0.0,8.35656459812939,1.261303217293437,0.14538599573392172,0.9756464832361094,6880.0,1831.0,28.439,0.0,0.0,28.4673080444336,123.05547428844437,-0.8950314298272128,10.225000000000001,7.086857142857143,44.4882675,0.0,0.0,0.0,0.0,0.0,0.0,3.623142857142857,15308855700.844654,1.5545626490437154,6682.007191855821,19103.83658646955,0.45566677745183304,2.7840248672713277,0.0,0.502166065,66.13514285714287,0.8732101284803486,1.5163571714238888,8.797098170971731,2.4594156523574875,40.0821461805995,0.0,2294003.375,10.134375,30.25,7.7379999999999995,20.549875,28.0,2.372,0,0,1,0,500,21.795957471073905
67,"Gambia, The",Africa,Western Africa,1.7857142857142858,60.9,29.25732707977295,0.0,62.789384528514965,43.61942405420666,0.1821767100620052,0.41153417789799673,2760.0,836.0,34.45857142857143,0.0,0.0,26.927386283874515,185.0352266176116,-0.4725036211311818,105.94999999999999,7.317857142857143,48.408275,2.23989510536194,44.0254948933919,0.0,0.0,0.0,0.0,4.882285714285715,1679419850.6837556,4.545109706825253,672.9592157389332,2711.1847536291452,0.40728783114751205,8.83607296468622,0.0,2.2096563723,62.914857142857144,2.4138581402637818,0.723557264885848,242.95097402597403,2.4113512294485773,29.099138599960256,0.0,2488561.5,37.76925,20.75,1.1620000000000001,5.602875,37.0,2.079,0,1,0,0,595,23.9093950460939
68,Georgia,Europe,Eastern Europe,87.51428571428572,99.98571428571428,1.4048146520342144,0.0,34.26453960487635,4.572086425590527,0.08542938988351208,1.349253646443646,25940.0,1026.0,13.950000000000001,46.30822121801791,0.0,1.1517975330352779,143.2335125,0.6768844500184058,2.35,13.599428571428572,82.7596325,26.8289043903351,99.1526336669922,0.0,0.0,0.0,10.58192,2.083142857142857,18648305524.282776,5.399671087710901,5013.599627626324,18324.999526565938,0.597327840805054,5.599211567145543,1.9620111259568975,4.934115092283333,72.85657142857143,0.054462581972631444,1.7861176108443062,65.09786656536018,-0.032903248359710466,48.938469345882055,28.99533261577211,3720191.25,40.739,1.75,14.202000000000002,12.685,53.0,2.195,0,1,0,0,1800,48.38460925899979
69,Germany,Europe,Western Europe,100.0,100.0,1.3798957041331705,2.8820858378222467,47.61044238004785,33.512293168489116,0.14135356516940067,0.41728234102149564,181500.0,700.0,9.385714285714286,0.0,0.0,1.316755729062216,115.883143837144,1.8040709495544425,6.625,11.728571428571428,79.490475,11.943212236676885,99.46349770682198,0.0,12.92094,41.25655,25.98579,1.5492857142857144,3622481013019.8433,0.974153333847994,43613.565145314955,62068.47395627563,0.7699784183502197,2.6512032601679145,0.9375294229069038,35.747954358566666,80.95794425087108,0.008122835835448861,1.2911391784849826,237.63077729144058,0.24147894899397915,5.528308153922014,9.609351056995468,83054918.625,22.552125,8.0,12.136,3.511875,78.0,1.542,1,0,0,1,11825,14.237567378027155
70,Ghana,Africa,Western Africa,26.985714285714288,82.71428571428571,15.21650028228759,0.0,54.59156655865711,20.396649263312934,0.14970128654533046,0.12461430275254697,15800.0,1187.0,28.538285714285713,0.0,0.0,9.567698001861569,336.0047217990083,-0.1368258986622095,16.25,7.4322857142857135,59.2013575,1.0021937191486359,61.540489196777344,0.0,0.0,0.0,0.0,3.675857142857143,61896307507.66333,4.570363957968555,1955.4155003331566,6368.550478087784,0.444182163953781,16.750025053687843,1.810827379055925,6.3147340889,64.08842857142858,1.0099705333635352,0.34182538855149225,137.38346501493487,2.0417881835530265,18.112388083940665,18.245120505217603,31575645.75,42.98625,13.75,4.529999999999999,3.48225,43.0,1.938,1,0,0,0,10010,31.701647780235817
71,Greece,Europe,Southern Europe,100.0,100.0,3.049307159015111,19.469278065175082,45.48973345893827,15.494381912889283,0.19952961499857227,3.1403665289164673,146640.0,652.0,8.0,213.73147755883195,0.0,2.4496114452569087,104.32197417211141,0.007665866054594487,1.75,12.1,67.5096225,5.163034915924074,95.73419734409877,0.0,0.0,0.0,0.0,1.3814285714285715,203079619678.51978,1.6646527995808211,19105.292391253784,33278.530370262335,0.688604118347168,1.7825165037174844,0.8080797736622295,20.518241283983333,81.15853658536585,0.00850947577965432,3.0836732763577364,82.77712734123905,-0.48918635850146464,37.29667821808022,29.66730063105109,10636923.75,20.4575,10.5,6.934,16.89975,49.0,1.793,1,0,0,1,3650,34.314432309435325
72,Grenada,Latin America & Caribbean ,Latin America & Caribbean ,87.31428571428572,92.94285714285715,3.6462673445542664,0.0,23.52941176470588,8.823529411764707,0.02588979617850765,0.0,0.0,2350.0,16.57314285714286,0.0,0.0,8.901031255722057,108.65984091768587,0.4530392289161681,14.875,7.976857142857143,53.3845725,2.13336690266927,98.54783121744794,0.0,31.31984,27.37425,13.58036,2.0435714285714286,1077359285.524019,1.8792446129077867,9274.926512789294,16157.783272011588,0.553132712841034,1.2145676971938444,9.552221905694545,7.05,74.91328571428572,0.04880278809801064,0.0,341.25294117647064,0.2594405276742169,0.0,0.0,116157.875,63.49225,14.25,7.846000000000001,0.0,53.0,0.0,1,0,0,0,895,770.5030760936355
